uri	title	url	n	class for black list	alternate image	weight (if not black list or 1)	comment
http://en.wikipedia.org/wiki/Archaeology	Archaeology	https://commons.wikimedia.org/wiki/Special:FilePath/Lousonna01.JPG	35				
http://en.wikipedia.org/wiki/Sensor	Sensor	https://commons.wikimedia.org/wiki/Special:FilePath/Infrared_Transceiver_Circuit.jpg	35				
http://en.wikipedia.org/wiki/Hip	Hip	https://commons.wikimedia.org/wiki/Special:FilePath/Hip.jpg	35				
http://en.wikipedia.org/wiki/Laparoscopic_surgery	Laparoscopic surgery	https://commons.wikimedia.org/wiki/Special:FilePath/Gallbladderop.jpg	35				
http://en.wikipedia.org/wiki/Calcium	Calcium	https://commons.wikimedia.org/wiki/Special:FilePath/FlammenfärbungCa.png	35				
http://en.wikipedia.org/wiki/California	California	https://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_California.svg	35				
http://en.wikipedia.org/wiki/Drought	Drought	https://commons.wikimedia.org/wiki/Special:FilePath/Drought.jpg	35				
http://en.wikipedia.org/wiki/Drosophila	Drosophila	https://commons.wikimedia.org/wiki/Special:FilePath/Drosophila_pseudoobscura-Male.png	35				
http://en.wikipedia.org/wiki/Biological_life_cycle	Biological life cycle	https://commons.wikimedia.org/wiki/Special:FilePath/Culex_mosquito_life_cycle_en.svg	35				
http://en.wikipedia.org/wiki/Lipid	Lipid	https://commons.wikimedia.org/wiki/Special:FilePath/Common_lipids_lmaps.png	35				
http://en.wikipedia.org/wiki/Neuroplasticity	Neuroplasticity	https://commons.wikimedia.org/wiki/Special:FilePath/Brain_2.jpg	35				
http://en.wikipedia.org/wiki/Bat	Bat	https://commons.wikimedia.org/wiki/Special:FilePath/Big-eared-townsend-fledermaus.jpg	35				
http://en.wikipedia.org/wiki/Tobacco_smoking	Tobacco smoking	https://commons.wikimedia.org/wiki/Special:FilePath/Aztec_feast_1.jpg	35				
http://en.wikipedia.org/wiki/Mouth	Mouth	https://commons.wikimedia.org/wiki/Special:FilePath/Australien-Krokodil.JPG	35				
http://en.wikipedia.org/wiki/Human_impact_on_the_environment	Human impact on the environment	https://commons.wikimedia.org/wiki/Special:FilePath/20120623_Sqwiki_the_Squirrel_at_Wiknic.JPG	35				
http://en.wikipedia.org/wiki/Social_change	Social change	https://commons.wikimedia.org/wiki/Special:FilePath/1963_march_lincoln_memorial.jpg	35				
http://en.wikipedia.org/wiki/Politics	Politics		35				
http://en.wikipedia.org/wiki/Government	Government		35				
http://en.wikipedia.org/wiki/Human_body_weight	Human body weight		35				
http://en.wikipedia.org/wiki/Identity_%28social_science%29	Identity (social science)		35				
http://en.wikipedia.org/wiki/Lifestyle_%28sociology%29	Lifestyle (sociology)		35				
http://en.wikipedia.org/wiki/Adherence_%28medicine%29	Adherence (medicine)		35				
http://en.wikipedia.org/wiki/Individual	Individual		35				
http://en.wikipedia.org/wiki/Sexual_orientation	Sexual orientation		34	nsfw			
http://en.wikipedia.org/wiki/Unicellular_organism	Unicellular organism	https://en.wikipedia.org/wiki/Special:FilePath/Ventricaria_ventricosa.JPG	34				
http://en.wikipedia.org/wiki/Firearm	Firearm	https://commons.wikimedia.org/wiki/Special:FilePath/US_Navy_100714-N-4965F-174_Chief_Mass_Communication_Specialist_Paula_Ludwick,_assigned_to_Fleet_Combat_Camera_Group_Pacific,_shoots_at_a_target_during_a_Navy_Rifle_Qualification_Course.jpg	34				
http://en.wikipedia.org/wiki/Epilepsy	Epilepsy	https://commons.wikimedia.org/wiki/Special:FilePath/Spike-waves.png	34				
http://en.wikipedia.org/wiki/Fear	Fear	https://commons.wikimedia.org/wiki/Special:FilePath/Scared_Child_at_Nighttime.jpg	34				
http://en.wikipedia.org/wiki/Range_%28biology%29	Range (biology)	https://commons.wikimedia.org/wiki/Special:FilePath/Population_distribution.svg	34				
http://en.wikipedia.org/wiki/Mobile_app	Mobile app	https://commons.wikimedia.org/wiki/Special:FilePath/Mistory_-_Demola,_2015.05.22_(5).JPG	34				
http://en.wikipedia.org/wiki/Organ_%28anatomy%29	Organ (anatomy)	https://commons.wikimedia.org/wiki/Special:FilePath/Leber_Schaf.jpg	34				
http://en.wikipedia.org/wiki/Smartphone	Smartphone	https://commons.wikimedia.org/wiki/Special:FilePath/IPhone_5S_home_button.png	34				
http://en.wikipedia.org/wiki/HPV_vaccines	HPV vaccines	https://commons.wikimedia.org/wiki/Special:FilePath/Gardasil_vaccine_and_box_new.jpg	34				
http://en.wikipedia.org/wiki/Mechanical_ventilation	Mechanical ventilation	https://commons.wikimedia.org/wiki/Special:FilePath/Endotracheal_tube_colored.png	34				
http://en.wikipedia.org/wiki/Symbiosis	Symbiosis	https://commons.wikimedia.org/wiki/Special:FilePath/Common_clownfish_curves_dnsmpl.jpg	34				
http://en.wikipedia.org/wiki/Maternal_health	Maternal health		34				
http://en.wikipedia.org/wiki/Smoking_cessation	Smoking cessation		34				
http://en.wikipedia.org/wiki/Virtual_reality	Virtual reality		34				
http://en.wikipedia.org/wiki/Educational_assessment	Educational assessment		34				
http://en.wikipedia.org/wiki/Etiology	Etiology		34				
http://en.wikipedia.org/wiki/Zika_virus	Zika virus		34				
http://en.wikipedia.org/wiki/Chronic_kidney_disease	Chronic kidney disease	https://en.wikipedia.org/wiki/Special:FilePath/Uremic_frost_on_forehead_and_scalp_of_young_Afro-Caribbean_male.jpg	33				
http://en.wikipedia.org/wiki/Volcano	Volcano	https://en.wikipedia.org/wiki/Special:FilePath/MtCleveland_ISS013-E-24184.jpg	33				
http://en.wikipedia.org/wiki/Female	Female	https://commons.wikimedia.org/wiki/Special:FilePath/Venus_symbol.svg	33				
http://en.wikipedia.org/wiki/Ultraviolet	Ultraviolet	https://commons.wikimedia.org/wiki/Special:FilePath/UV-handlamp_hg.jpg	33				
http://en.wikipedia.org/wiki/RNA-Seq	RNA-Seq	https://commons.wikimedia.org/wiki/Special:FilePath/RNASeqPics1.jpg	33				
http://en.wikipedia.org/wiki/Mind	Mind	https://commons.wikimedia.org/wiki/Special:FilePath/Phrenology1.jpg	33				
http://en.wikipedia.org/wiki/Consensus_decision-making	Consensus decision-making	https://commons.wikimedia.org/wiki/Special:FilePath/Meeting_in_York.JPG	33				
http://en.wikipedia.org/wiki/Mother	Mother	https://commons.wikimedia.org/wiki/Special:FilePath/Firmin_Baes_-_Doux_rêves.jpg	33				
http://en.wikipedia.org/wiki/Control_theory	Control theory	https://commons.wikimedia.org/wiki/Special:FilePath/Feedback_loop_with_descriptions.svg	33				
http://en.wikipedia.org/wiki/Atherosclerosis	Atherosclerosis	https://commons.wikimedia.org/wiki/Special:FilePath/Endo_dysfunction_Athero.PNG	33				
http://en.wikipedia.org/wiki/Pancreatic_cancer	Pancreatic cancer	https://commons.wikimedia.org/wiki/Special:FilePath/Diagram_showing_the_position_of_the_pancreas_CRUK_356.svg	33				
http://en.wikipedia.org/wiki/Concussion	Concussion	https://commons.wikimedia.org/wiki/Special:FilePath/Concussion_mechanics.svg	33				
http://en.wikipedia.org/wiki/Bariatric_surgery	Bariatric surgery	https://commons.wikimedia.org/wiki/Special:FilePath/Biliopancreatic_Diversion.png	33				
http://en.wikipedia.org/wiki/Multiprotein_complex	Multiprotein complex	https://commons.wikimedia.org/wiki/Special:FilePath/Barnase-barstar-1brs.png	33				
http://en.wikipedia.org/wiki/Tree	Tree	https://commons.wikimedia.org/wiki/Special:FilePath/Ash_Tree_-_geograph.org.uk_-_590710.jpg	33				
http://en.wikipedia.org/wiki/Strain_%28biology%29	Strain (biology)		33				
http://en.wikipedia.org/wiki/Multicenter_trial	Multicenter trial		33	study type			
http://en.wikipedia.org/wiki/Oral_administration	Oral administration		33				
http://en.wikipedia.org/wiki/Academic_publishing	Academic publishing		33				
http://en.wikipedia.org/wiki/End-of-life_care	End-of-life care		33				
http://en.wikipedia.org/wiki/Middle_class	Middle class		33				
http://en.wikipedia.org/wiki/Sexual_dimorphism	Sexual dimorphism	https://commons.wikimedia.org/wiki/Special:FilePath/Male_and_female_pheasant.jpg	32	nsfw			
http://en.wikipedia.org/wiki/Neuroimaging	Neuroimaging	https://en.wikipedia.org/wiki/Special:FilePath/User-FastFission-brain.gif	32				
http://en.wikipedia.org/wiki/Hominini	Hominini	https://en.wikipedia.org/wiki/Special:FilePath/Sahelanthropus_tchadensis_-_TM_266-01-060-1.jpg	32				
http://en.wikipedia.org/wiki/Risk_assessment	Risk assessment	https://en.wikipedia.org/wiki/Special:FilePath/RiskAssessment.jpg	32				
http://en.wikipedia.org/wiki/Child_development	Child development	https://commons.wikimedia.org/wiki/Special:FilePath/Walter_de_Maria_Vertikaler_Erdkilometer.jpg	32				
http://en.wikipedia.org/wiki/Non-small-cell_lung_carcinoma	Non-small-cell lung carcinoma	https://commons.wikimedia.org/wiki/Special:FilePath/Squamous_carcinoma_lung_cytology.gif	32				
http://en.wikipedia.org/wiki/Regeneration_%28biology%29	Regeneration (biology)	https://commons.wikimedia.org/wiki/Special:FilePath/Sea_star_regenerating_legs.jpg	32				
http://en.wikipedia.org/wiki/Secretion	Secretion	https://commons.wikimedia.org/wiki/Special:FilePath/Porosome_for_wiki-2.jpg	32				
http://en.wikipedia.org/wiki/Mediterranean_Sea	Mediterranean Sea	https://commons.wikimedia.org/wiki/Special:FilePath/Mediterranee_02_EN.jpg	32				
http://en.wikipedia.org/wiki/Atmosphere	Atmosphere	https://commons.wikimedia.org/wiki/Special:FilePath/Mars_atmosphere_2.jpg	32				
http://en.wikipedia.org/wiki/Macrophage	Macrophage	https://commons.wikimedia.org/wiki/Special:FilePath/Macrophage.jpg	32				
http://en.wikipedia.org/wiki/Expert	Expert	https://commons.wikimedia.org/wiki/Special:FilePath/Experts_Expect_the_Unexpected._Nubra.jpg	32				
http://en.wikipedia.org/wiki/Fly	Fly	https://commons.wikimedia.org/wiki/Special:FilePath/Diptera1.jpg	32				
http://en.wikipedia.org/wiki/Consequentialism	Consequentialism	https://commons.wikimedia.org/wiki/Special:FilePath/Demosthenes_orator_Louvre.jpg	32				
http://en.wikipedia.org/wiki/Inflammatory_bowel_disease	Inflammatory bowel disease	https://commons.wikimedia.org/wiki/Special:FilePath/Cryptitis_high_mag.jpg	32				
http://en.wikipedia.org/wiki/Cooperation	Cooperation	https://commons.wikimedia.org/wiki/Special:FilePath/Common_clownfish_curves_dnsmpl.jpg	32				
http://en.wikipedia.org/wiki/Cluster_analysis	Cluster analysis	https://commons.wikimedia.org/wiki/Special:FilePath/Cluster-2.svg	32				
http://en.wikipedia.org/wiki/Atlantic_Ocean	Atlantic Ocean	https://commons.wikimedia.org/wiki/Special:FilePath/Atlantic_Ocean_-_en.png	32				
http://en.wikipedia.org/wiki/Frog	Frog	https://commons.wikimedia.org/wiki/Special:FilePath/Anoures.jpg	32				
http://en.wikipedia.org/wiki/Pathogenesis	Pathogenesis		32				
http://en.wikipedia.org/wiki/Empathy	Empathy		32				
http://en.wikipedia.org/wiki/Sexual_intercourse	Sexual intercourse	https://commons.wikimedia.org/wiki/Special:FilePath/Paul_Avril_-_Les_Sonnetts_Luxurieux_(1892)_de_Pietro_Aretino,_2.jpg	31	nsfw			
http://en.wikipedia.org/wiki/Mosquito	Mosquito	https://en.wikipedia.org/wiki/Special:FilePath/Mosquito_2007-2.jpg	31				
http://en.wikipedia.org/wiki/Case-control_study	Case-control study	https://en.wikipedia.org/wiki/Special:FilePath/ExplainingCaseControlSJW.jpg	31	study type			
http://en.wikipedia.org/wiki/Honey_bee	Honey bee	https://en.wikipedia.org/wiki/Special:FilePath/Apis_mellifera_flying.jpg	31				
http://en.wikipedia.org/wiki/Sub-Saharan_Africa	Sub-Saharan Africa	https://commons.wikimedia.org/wiki/Special:FilePath/Sub-Saharan_Africa_definition_UN.png	31				
http://en.wikipedia.org/wiki/Polymer	Polymer	https://commons.wikimedia.org/wiki/Special:FilePath/Single_Polymer_Chains_AFM.jpg	31				
http://en.wikipedia.org/wiki/Radiology	Radiology	https://commons.wikimedia.org/wiki/Special:FilePath/Radiologist_in_San_Diego_CA_2010.jpg	31				
http://en.wikipedia.org/wiki/Antidepressant	Antidepressant	https://commons.wikimedia.org/wiki/Special:FilePath/Prozac.jpg	31				
http://en.wikipedia.org/wiki/Oxygen	Oxygen	https://commons.wikimedia.org/wiki/Special:FilePath/Philos_experiment_of_the_burning_candle.PNG	31				
http://en.wikipedia.org/wiki/Tropical_cyclone	Tropical cyclone	https://commons.wikimedia.org/wiki/Special:FilePath/Hurricane_Isabel_from_ISS.jpg	31				
http://en.wikipedia.org/wiki/Fauna	Fauna	https://commons.wikimedia.org/wiki/Special:FilePath/Fauna.png	31				
http://en.wikipedia.org/wiki/Dopamine	Dopamine	https://commons.wikimedia.org/wiki/Special:FilePath/Dopamine2.svg	31				
http://en.wikipedia.org/wiki/Neural_development	Neural development	https://commons.wikimedia.org/wiki/Special:FilePath/Development_of_nervous_system.svg	31				
http://en.wikipedia.org/wiki/War	War	https://commons.wikimedia.org/wiki/Special:FilePath/Cyprian_War.jpg	31				
http://en.wikipedia.org/wiki/Fruit	Fruit	https://commons.wikimedia.org/wiki/Special:FilePath/Culinary_fruits_front_view.jpg	31				
http://en.wikipedia.org/wiki/Cat	Cat	https://commons.wikimedia.org/wiki/Special:FilePath/Cat_poster_1.jpg	31				
http://en.wikipedia.org/wiki/Pancreas	Pancreas	https://commons.wikimedia.org/wiki/Special:FilePath/Blausen_0699_PancreasAnatomy2.png	31				
http://en.wikipedia.org/wiki/Circadian_rhythm	Circadian rhythm	https://commons.wikimedia.org/wiki/Special:FilePath/Biological_clock_human.svg	31				
http://en.wikipedia.org/wiki/Smoking	Smoking	https://commons.wikimedia.org/wiki/Special:FilePath/Aztec_feast_1.jpg	31				
http://en.wikipedia.org/wiki/Analgesic	Analgesic	https://commons.wikimedia.org/wiki/Special:FilePath/12-08-18-tilidin-retard.jpg	31				
http://en.wikipedia.org/wiki/Insulin	Insulin		31				
http://en.wikipedia.org/wiki/Substance_intoxication	Substance intoxication		31				
http://en.wikipedia.org/wiki/Inference	Inference		31				
http://en.wikipedia.org/wiki/Ancestor	Ancestor		31				
http://en.wikipedia.org/wiki/Social_psychology	Social psychology		31				
http://en.wikipedia.org/wiki/Early_Cretaceous	Early Cretaceous		31				
http://en.wikipedia.org/wiki/Abortion	Abortion		31				
http://en.wikipedia.org/wiki/Frailty_syndrome	Frailty syndrome		31				
http://en.wikipedia.org/wiki/Social_stigma	Social stigma		31				
http://en.wikipedia.org/wiki/Homosexuality	Homosexuality	https://commons.wikimedia.org/wiki/Special:FilePath/Celebrating_same-sex_marriage_at_the_Lexington_Pride_Festival_2015.jpg	30	nsfw			
http://en.wikipedia.org/wiki/Passerine	Passerine	https://en.wikipedia.org/wiki/Special:FilePath/Pardalotus_with_nesting_material.jpg	30				
http://en.wikipedia.org/wiki/Holocene	Holocene	https://commons.wikimedia.org/wiki/Special:FilePath/VeyoVolcano.jpg	30				
http://en.wikipedia.org/wiki/Morality	Morality	https://commons.wikimedia.org/wiki/Special:FilePath/Tintoretto_Allegory.jpg	30				
http://en.wikipedia.org/wiki/Sound	Sound	https://commons.wikimedia.org/wiki/Special:FilePath/Thoth08BigasDrumEvansChalmette.jpg	30				
http://en.wikipedia.org/wiki/Menopause	Menopause	https://commons.wikimedia.org/wiki/Special:FilePath/Symptoms_of_menopause_(raster).png	30				
http://en.wikipedia.org/wiki/South_America	South America	https://commons.wikimedia.org/wiki/Special:FilePath/South_America_(orthographic_projection).svg	30				
http://en.wikipedia.org/wiki/Rheumatoid_arthritis	Rheumatoid arthritis	https://commons.wikimedia.org/wiki/Special:FilePath/Rheumatoid_Arthritis.JPG	30				
http://en.wikipedia.org/wiki/Cancer_immunotherapy	Cancer immunotherapy	https://commons.wikimedia.org/wiki/Special:FilePath/Peptide_bound_to_Rituximab_FAB.png	30				
http://en.wikipedia.org/wiki/Geriatrics	Geriatrics	https://commons.wikimedia.org/wiki/Special:FilePath/Nurse_in_geriatry.jpg	30				
http://en.wikipedia.org/wiki/Basal_%28phylogenetics%29	Basal (phylogenetics)	https://commons.wikimedia.org/wiki/Special:FilePath/Noctilionoidea_phylogeny_PLoS_ONE_2014-02-04.png	30				
http://en.wikipedia.org/wiki/Parenting	Parenting	https://commons.wikimedia.org/wiki/Special:FilePath/Nepalese-woman-with-baby.JPG	30				
http://en.wikipedia.org/wiki/Joint	Joint	https://commons.wikimedia.org/wiki/Special:FilePath/Joint.svg	30				
http://en.wikipedia.org/wiki/Vertebral_column	Vertebral column	https://commons.wikimedia.org/wiki/Special:FilePath/Illu_vertebral_column.jpg	30				
http://en.wikipedia.org/wiki/Cell_biology	Cell biology	https://commons.wikimedia.org/wiki/Special:FilePath/Illu_cell_structure.jpg	30				
http://en.wikipedia.org/wiki/Immunohistochemistry	Immunohistochemistry	https://commons.wikimedia.org/wiki/Special:FilePath/Hypothalamus_of_a_mouse_tissue_stained_by_ABC-Immunohistochemistry.jpg	30				
http://en.wikipedia.org/wiki/Youth	Youth	https://commons.wikimedia.org/wiki/Special:FilePath/GROUP_OF_TEENAGERS_IN_THE_TOWN_OF_LEAKEY,_TEXAS,_NEAR_SAN_ANTONIO_-_NARA_-_554898.jpg	30				
http://en.wikipedia.org/wiki/Breastfeeding	Breastfeeding	https://commons.wikimedia.org/wiki/Special:FilePath/Breastfeeding_infant.jpg	30				
http://en.wikipedia.org/wiki/Conservation_%28ethic%29	Conservation (ethic)	https://commons.wikimedia.org/wiki/Special:FilePath/Bolivia-Deforestation-EO.JPG	30				
http://en.wikipedia.org/wiki/Body_mass_index	Body mass index	https://commons.wikimedia.org/wiki/Special:FilePath/Body_mass_index_chart.svg	30				
http://en.wikipedia.org/wiki/Ecoregion	Ecoregion	https://commons.wikimedia.org/wiki/Special:FilePath/Amazon_rainforest.jpg	30				
http://en.wikipedia.org/wiki/Addiction	Addiction		30				
http://en.wikipedia.org/wiki/Automation	Automation		30				
http://en.wikipedia.org/wiki/Support_group	Support group		30				
http://en.wikipedia.org/wiki/Sex_differences_in_humans	Sex differences in humans	https://commons.wikimedia.org/wiki/Special:FilePath/Human_Body.jpg	29	nsfw			
http://en.wikipedia.org/wiki/Mathematical_analysis	Mathematical analysis	https://en.wikipedia.org/wiki/Special:FilePath/Lorentz.PNG	29				
http://en.wikipedia.org/wiki/Population_ecology	Population ecology	https://en.wikipedia.org/wiki/Special:FilePath/Human_population_growth_from_1800_to_2000.png	29				
http://en.wikipedia.org/wiki/Performance	Performance	https://en.wikipedia.org/wiki/Special:FilePath/Don_Quijote_de_La_Mancha,_Teresa_Carreño_Teather.jpg	29				
http://en.wikipedia.org/wiki/Caesarean_section	Caesarean section	https://en.wikipedia.org/wiki/Special:FilePath/Cesarian_the_moment_of_birth3.jpg	29				
http://en.wikipedia.org/wiki/Particulates	Particulates	https://en.wikipedia.org/wiki/Special:FilePath/Airborne-particulate-size-chart.svg	29				
http://en.wikipedia.org/wiki/Wildfire	Wildfire	https://commons.wikimedia.org/wiki/Special:FilePath/Wildfire_in_California.jpg	29				
http://en.wikipedia.org/wiki/Organization	Organization	https://commons.wikimedia.org/wiki/Special:FilePath/UN_Institutions.svg	29				
http://en.wikipedia.org/wiki/Bipolar_disorder	Bipolar disorder	https://commons.wikimedia.org/wiki/Special:FilePath/Teatro.svg	29				
http://en.wikipedia.org/wiki/Medical_ultrasound	Medical ultrasound	https://commons.wikimedia.org/wiki/Special:FilePath/Sonographer_doing_pediatric_echocardiography.JPG	29				
http://en.wikipedia.org/wiki/Genotype	Genotype	https://commons.wikimedia.org/wiki/Special:FilePath/Punnett_square_mendel_flowers.svg	29				
http://en.wikipedia.org/wiki/Nursing_home_care	Nursing home care	https://commons.wikimedia.org/wiki/Special:FilePath/Nursing_home.JPG	29				
http://en.wikipedia.org/wiki/Postpartum_period	Postpartum period	https://commons.wikimedia.org/wiki/Special:FilePath/Mother_and_newborn_child_in_Orissa.jpg	29				
http://en.wikipedia.org/wiki/Histology	Histology	https://commons.wikimedia.org/wiki/Special:FilePath/Microscope_with_stained_slide.jpg	29				
http://en.wikipedia.org/wiki/Statin	Statin	https://commons.wikimedia.org/wiki/Special:FilePath/Lovastatin.svg	29				
http://en.wikipedia.org/wiki/Pollution	Pollution	https://commons.wikimedia.org/wiki/Special:FilePath/Litter.JPG	29				
http://en.wikipedia.org/wiki/Leaf	Leaf	https://commons.wikimedia.org/wiki/Special:FilePath/Lisc_lipy.jpg	29				
http://en.wikipedia.org/wiki/Scientist	Scientist	https://commons.wikimedia.org/wiki/Special:FilePath/InvestigadoresUR.JPG	29				
http://en.wikipedia.org/wiki/Pharmacokinetics	Pharmacokinetics	https://commons.wikimedia.org/wiki/Special:FilePath/Gráfica_Km.png	29				
http://en.wikipedia.org/wiki/Industry	Industry	https://commons.wikimedia.org/wiki/Special:FilePath/Gdp-and-labour-force-by-sector.png	29				
http://en.wikipedia.org/wiki/Blood_plasma	Blood plasma	https://commons.wikimedia.org/wiki/Special:FilePath/FreshFrozenPlasma.JPG	29				
http://en.wikipedia.org/wiki/Suffering	Suffering	https://commons.wikimedia.org/wiki/Special:FilePath/Dramaten_mask_2008a.jpg	29				
http://en.wikipedia.org/wiki/Cardiopulmonary_resuscitation	Cardiopulmonary resuscitation	https://commons.wikimedia.org/wiki/Special:FilePath/CPR_training-04.jpg	29				
http://en.wikipedia.org/wiki/Nanotechnology	Nanotechnology	https://commons.wikimedia.org/wiki/Special:FilePath/Comparison_of_nanomaterials_sizes.jpg	29				
http://en.wikipedia.org/wiki/Wound	Wound	https://commons.wikimedia.org/wiki/Special:FilePath/Chapter1figure1-Superficial_bullet_wound.jpg	29				
http://en.wikipedia.org/wiki/Cell_migration	Cell migration	https://commons.wikimedia.org/wiki/Special:FilePath/Cellmigrationmodels.png	29				
http://en.wikipedia.org/wiki/Transport	Transport	https://commons.wikimedia.org/wiki/Special:FilePath/BW_Fjord_an_Glameyer_Stack_2007-12-15.JPG	29				
http://en.wikipedia.org/wiki/Uncertainty	Uncertainty	https://commons.wikimedia.org/wiki/Special:FilePath/Blank_Fork.png	29				
http://en.wikipedia.org/wiki/Thrombosis	Thrombosis	https://commons.wikimedia.org/wiki/Special:FilePath/Aterialthrombosis.jpg	29				
http://en.wikipedia.org/wiki/Insurance	Insurance	https://commons.wikimedia.org/wiki/Special:FilePath/Algemeene_Verzeekering-Maatschappij_Providentia.jpg	29				
http://en.wikipedia.org/wiki/Agonist	Agonist	https://commons.wikimedia.org/wiki/Special:FilePath/Agonist_full_and_partial.svg	29				
http://en.wikipedia.org/wiki/Recreational_drug_use	Recreational drug use	https://commons.wikimedia.org/wiki/Special:FilePath/Adriaen_Brower_-_The_Smokers.jpg	29				
http://en.wikipedia.org/wiki/Ebola_virus_disease	Ebola virus disease	https://commons.wikimedia.org/wiki/Special:FilePath/7042_lores-Ebola-Zaire-CDC_Photo.jpg	29				
http://en.wikipedia.org/wiki/Power_%28social_and_political%29	Power (social and political)		29				
http://en.wikipedia.org/wiki/Probability	Probability		29				
http://en.wikipedia.org/wiki/Multimethodology	Multimethodology		29				
http://en.wikipedia.org/wiki/Metabolomics	Metabolomics		29				
http://en.wikipedia.org/wiki/Comorbidity	Comorbidity		29				
http://en.wikipedia.org/wiki/Fetus	Fetus		29				
http://en.wikipedia.org/wiki/Software	Software		29				
http://en.wikipedia.org/wiki/Long-term_memory	Long-term memory		29				
http://en.wikipedia.org/wiki/Nitrogen	Nitrogen		29				
http://en.wikipedia.org/wiki/Wheat	Wheat	https://commons.wikimedia.org/wiki/Special:FilePath/Wheat_close-up.JPG	28				
http://en.wikipedia.org/wiki/Major_depressive_disorder	Major depressive disorder	https://commons.wikimedia.org/wiki/Special:FilePath/Vincent_Willem_van_Gogh_002.jpg	28				
http://en.wikipedia.org/wiki/Extracorporeal_membrane_oxygenation	Extracorporeal membrane oxygenation	https://commons.wikimedia.org/wiki/Special:FilePath/Veno-arterial_(VA)_ECMO_for_cardiac_or_respiratory_failure.jpg	28				
http://en.wikipedia.org/wiki/Influenza_vaccine	Influenza vaccine	https://commons.wikimedia.org/wiki/Special:FilePath/Vaccination_US_Navy.jpg	28				
http://en.wikipedia.org/wiki/Bee	Bee	https://commons.wikimedia.org/wiki/Special:FilePath/Tetragonula_carbonaria_(14521993792).jpg	28				
http://en.wikipedia.org/wiki/Molecular_biology	Molecular biology	https://commons.wikimedia.org/wiki/Special:FilePath/Schematic_relationship_between_biochemistry,_genetics_and_molecular_biology.svg	28				
http://en.wikipedia.org/wiki/Yeast	Yeast	https://commons.wikimedia.org/wiki/Special:FilePath/S_cerevisiae_under_DIC_microscopy.jpg	28				
http://en.wikipedia.org/wiki/Classical_antiquity	Classical antiquity	https://commons.wikimedia.org/wiki/Special:FilePath/Parthenon_from_west.jpg	28				
http://en.wikipedia.org/wiki/Open_access	Open access	https://commons.wikimedia.org/wiki/Special:FilePath/Open_Access_logo_PLoS_white.svg	28				
http://en.wikipedia.org/wiki/Electric_current	Electric current	https://commons.wikimedia.org/wiki/Special:FilePath/Ohm's_Law_with_Voltage_source_TeX.svg	28				
http://en.wikipedia.org/wiki/Introduced_species	Introduced species	https://commons.wikimedia.org/wiki/Special:FilePath/Melilotus_alba_bgiu.jpg	28				
http://en.wikipedia.org/wiki/Potential_energy	Potential energy	https://commons.wikimedia.org/wiki/Special:FilePath/Mediaeval_archery_reenactment.jpg	28				
http://en.wikipedia.org/wiki/Genome-wide_association_study	Genome-wide association study	https://commons.wikimedia.org/wiki/Special:FilePath/Manhattan_Plot.png	28	study type			
http://en.wikipedia.org/wiki/Ketogenic_diet	Ketogenic diet	https://commons.wikimedia.org/wiki/Special:FilePath/Ketonuria.jpg	28				
http://en.wikipedia.org/wiki/Socioeconomic_status	Socioeconomic status	https://commons.wikimedia.org/wiki/Special:FilePath/Jean_Eugène_Buland_Almosen_eines_Bettlers_1880.jpg	28				
http://en.wikipedia.org/wiki/Urban_planning	Urban planning	https://commons.wikimedia.org/wiki/Special:FilePath/Hongkong_central_kowloon-full.jpg	28				
http://en.wikipedia.org/wiki/Hierarchy	Hierarchy	https://commons.wikimedia.org/wiki/Special:FilePath/Hierarchy_-_people_on_a_%22ladder%22.svg	28				
http://en.wikipedia.org/wiki/Indonesia	Indonesia	https://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Indonesia.svg	28				
http://en.wikipedia.org/wiki/Mathematics	Mathematics	https://commons.wikimedia.org/wiki/Special:FilePath/Euclid.jpg	28				
http://en.wikipedia.org/wiki/Hemodynamics	Hemodynamics	https://commons.wikimedia.org/wiki/Special:FilePath/Diagram_of_human_circulatory_system.gif	28				
http://en.wikipedia.org/wiki/Allele	Allele	https://commons.wikimedia.org/wiki/Special:FilePath/Deep_Blue_eye.jpg	28				
http://en.wikipedia.org/wiki/Human_rights	Human rights	https://commons.wikimedia.org/wiki/Special:FilePath/Cyrus_Cylinder_front.jpg	28				
http://en.wikipedia.org/wiki/Longevity	Longevity	https://commons.wikimedia.org/wiki/Special:FilePath/Comparison_gender_life_expectancy_CIA_factbook.svg	28				
http://en.wikipedia.org/wiki/Physics	Physics	https://commons.wikimedia.org/wiki/Special:FilePath/CollageFisica.jpg	28				
http://en.wikipedia.org/wiki/Cartography	Cartography	https://commons.wikimedia.org/wiki/Special:FilePath/Claudius_Ptolemy-_The_World.jpg	28				
http://en.wikipedia.org/wiki/Cholesterol	Cholesterol	https://commons.wikimedia.org/wiki/Special:FilePath/Cholesterol.svg	28				
http://en.wikipedia.org/wiki/Biopsy	Biopsy	https://commons.wikimedia.org/wiki/Special:FilePath/Brain_biopsy_under_stereotaxy.jpg	28				
http://en.wikipedia.org/wiki/Arctic	Arctic	https://commons.wikimedia.org/wiki/Special:FilePath/Arctic_(orthographic_projection).svg	28				
